Geneid	SRR14267546	SRR14267547	SRR14267548	SRR14267549	SRR14267550	SRR14267551	SRR14267552	SRR14267553	SRR14267554	SRR14267555	SRR14267556	SRR14267557	SRR14267558	SRR14267559	SRR14267560	SRR14267561	SRR14267562	SRR14267563	SRR14267564	SRR14267565	SRR14267566
ERRFI1	253	572	546	795	376	1653	624	298	1597	753	1618	1928	2255	869	1167	849	185	132	530	662	880
AL034417.2	0	0	1	3	3	1	6	0	14	1	4	2	1	6	2	8	0	1	0	0	4
AL034417.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0
AL358876.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	2	0
LINC01714	0	0	0	0	0	1	0	0	0	5	1	5	0	3	6	4	0	0	0	0	2
RNU1-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358876.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-991P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC45A1	0	14	15	0	11	13	10	0	7	9	5	5	0	2	0	12	11	5	0	5	5
RERE	3197	2500	3325	2600	3993	3641	3987	1662	3772	2689	2980	2935	3928	3898	1856	3432	1475	682	3356	3207	3644
AL096855.1	0	9	15	0	0	11	0	0	6	6	13	2	0	5	12	0	10	0	0	4	14
SNORA77	11	9	20	4	13	18	23	6	45	10	18	18	16	32	5	33	4	3	6	28	19
AL096855.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RPL7P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P7	65	28	33	27	30	15	37	10	13	27	19	7	9	18	0	17	10	5	39	34	19
AL357552.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL357552.2	14	52	40	13	43	24	15	20	45	19	22	15	20	24	5	45	7	12	29	60	24
RPL23AP19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENO1	2149	2399	3622	1995	2449	4994	3078	2851	2399	5259	5958	3174	3460	2257	4645	2216	728	263	2091	2368	4763
MIR6728	0	0	8	6	0	3	0	5	0	2	4	1	0	0	9	0	0	0	9	0	0
ENO1-IT1	17	2	51	54	19	98	41	18	45	68	88	42	69	48	39	45	1	3	62	43	51
ENO1-AS1	32	0	3	0	3	10	17	9	1	13	9	0	2	3	4	0	5	2	0	4	8
RNU6-304P	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0
HMGN2P17	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL139415.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139415.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA6	0	0	3	5	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0
RN7SL451P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A5	5	3	9	0	18	68	20	13	9	66	40	2	13	23	57	4	12	0	0	11	4
SCARNA16	0	0	0	1	4	0	7	0	2	0	2	0	0	0	0	1	0	1	0	0	0
GPR157	332	432	372	286	424	398	633	111	485	571	651	433	818	401	360	373	144	93	447	893	1017
MIR34AHG	459	388	741	348	635	705	1227	351	1129	422	457	798	1494	331	579	538	269	185	866	981	610
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01759	150	53	126	70	213	80	89	55	64	81	61	83	130	89	132	124	75	24	93	107	121
Z98044.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
H6PD	2390	1987	2748	1730	3759	3044	4570	1026	3741	4712	5563	3341	5244	1952	1636	2174	915	638	2745	2813	5956
SPSB1	647	652	917	971	736	808	707	479	887	346	837	1012	1343	835	615	466	499	207	815	534	615
BX323043.1	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	31	0	1
AL928921.2	0	0	3	0	18	2	10	3	12	7	11	4	3	9	0	10	9	3	0	4	6
RNA5SP40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL928921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A33	133	100	160	71	120	186	175	141	171	101	148	132	202	99	191	154	40	31	111	152	159
AL954705.1	0	14	0	11	11	22	30	21	27	11	17	37	13	13	45	33	5	0	34	27	19
TMEM201	102	229	301	129	311	313	370	96	235	239	127	303	390	432	169	222	99	40	284	266	401
PIK3CD	761	2615	2121	756	797	2870	1611	1451	350	960	1128	536	736	869	1541	538	325	91	740	654	384
PIK3CD-AS1	0	4	2	0	5	11	0	4	2	0	3	0	0	0	0	5	0	0	0	0	0
AL691449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
PIK3CD-AS2	5	6	3	7	9	9	12	1	0	6	2	12	2	12	3	7	4	0	9	20	5
CLSTN1	5150	5093	6413	5780	9598	4745	5566	2107	5417	5596	3322	5793	7407	5534	2769	4486	2906	792	4933	4572	7486
MZT1P1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AL357140.3	0	0	1	2	4	3	0	0	7	1	6	1	6	18	0	0	0	1	0	4	5
CTNNBIP1	295	330	305	300	607	428	683	186	569	914	422	596	671	336	331	304	120	56	453	985	1251
AL357140.1	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	13	0
LZIC	92	139	251	175	210	196	215	105	97	129	125	106	139	146	83	105	109	28	160	115	231
AL357140.2	1	0	5	0	3	2	0	0	1	0	3	0	2	4	5	0	5	0	0	0	6
NMNAT1	75	31	126	112	131	95	77	48	73	56	96	53	71	51	31	102	73	25	53	105	120
RN7SKP269	8	0	7	0	0	0	0	0	0	2	7	1	3	3	3	0	0	4	0	12	4
AL357140.4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5697	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AL603962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP7	6	0	3	15	1	2	6	0	0	8	16	7	13	9	34	1	0	1	20	15	7
UBE4B	599	826	960	655	1207	1094	1208	366	1003	978	627	814	1043	869	686	743	326	163	747	969	1109
AL590639.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGAM1P11	5	31	17	10	35	16	20	6	8	28	12	0	11	20	5	16	7	3	28	9	16
RNU6-828P	8	0	9	4	0	5	0	0	4	1	4	7	5	3	0	20	0	0	0	0	1
KIF1B	1323	1425	1586	1174	1853	1838	1525	641	1059	1873	1393	1118	1276	1401	1886	1246	634	222	1232	1354	1751
MIR1273D	0	0	4	0	0	2	14	0	5	5	7	6	1	1	6	0	0	0	7	3	0
RNU6-37P	0	15	4	2	1	7	0	0	7	7	5	3	3	0	3	0	2	0	20	2	1
RN7SL731P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139424.3	55	19	44	30	42	17	42	22	21	8	31	64	55	26	14	17	12	9	53	59	46
AL139424.2	0	21	6	13	24	20	16	6	12	27	25	25	7	30	31	2	1	4	21	25	26
PGD	2500	2691	3110	2577	2240	3138	5386	1986	4451	3046	4063	3784	6688	2419	3652	1770	835	404	3606	4427	4107
AL139424.1	0	0	1	0	0	0	4	0	7	0	1	6	0	2	0	4	0	0	0	0	3
CENPS-CORT	0	0	3	5	0	0	0	0	1	0	0	0	0	2	2	3	2	0	0	0	0
CENPS	48	24	44	14	22	20	6	20	13	19	19	23	22	28	14	28	17	7	10	23	35
CORT	11	17	11	0	17	6	29	3	3	0	9	8	21	9	5	10	13	1	26	13	2
DFFA	445	315	523	306	509	436	354	254	288	384	372	287	363	291	198	360	204	67	270	363	427
AL354956.1	0	0	1	0	2	3	0	1	2	0	0	0	14	6	0	2	0	0	0	0	0
PEX14	720	613	1172	965	735	760	729	419	542	350	431	588	918	626	261	652	291	139	648	525	562
RN7SL614P	15	0	13	18	16	4	6	6	7	10	9	7	25	10	15	10	1	4	4	13	13
CASZ1	4889	2970	4387	2730	3836	2690	3621	1327	3320	1585	1868	3281	4391	4546	996	3235	1749	643	3783	3492	3459
AL139423.1	30	17	49	22	43	21	41	8	28	6	12	53	29	50	9	29	42	8	48	11	26
HSPE1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	11	0	4	0	5	8	10	0	20	1	10	5	5	7	2	3	4	0	0	37	13
CFL1P6	0	8	3	9	8	0	6	4	4	4	7	2	11	2	0	0	2	3	0	10	10
TARDBP	506	746	906	526	1132	954	1136	429	520	704	523	618	866	443	612	604	370	111	732	679	926
AL109811.4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
MASP2	0	2	0	0	0	0	0	3	0	3	5	7	0	1	0	5	5	0	0	0	4
AL109811.3	22	10	21	7	36	21	24	8	9	10	9	15	27	6	0	0	11	12	7	14	26
SRM	97	130	239	79	200	186	84	87	68	184	172	140	150	146	64	145	28	21	72	63	211
EXOSC10	930	781	1359	973	1148	1202	1041	579	834	895	708	949	1242	759	492	743	330	155	764	681	1046
AL109811.1	35	83	59	9	277	89	75	21	19	67	6	36	20	21	11	74	132	17	11	40	44
AL109811.2	0	12	5	2	17	16	0	0	0	8	0	1	0	0	0	8	7	0	0	0	4
MTOR	1669	1657	2047	1267	2067	2002	2090	1085	1558	1428	1655	1794	1952	1607	897	1351	712	272	1405	2011	2177
MTOR-AS1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNU6-537P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0
RNU6-291P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL39P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBIAD1	123	193	134	109	196	189	264	57	116	171	106	140	216	145	95	114	75	27	54	188	327
UBE2V2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031291.1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
MTCYBP45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP3	12	38	1	8	4	11	0	22	28	9	24	8	0	13	2	0	0	0	10	3	6
LINC01647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AL031731.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO2	71	165	242	44	200	191	217	84	87	121	119	227	238	264	470	306	61	38	284	285	271
FBXO44	342	328	492	203	461	511	546	163	299	282	255	290	454	238	196	283	133	83	409	664	391
FBXO6	237	183	690	625	197	333	178	211	176	107	629	195	315	120	70	167	119	55	192	239	170
MAD2L2	46	92	187	51	62	167	178	45	59	59	196	49	116	71	57	123	17	12	108	116	83
DRAXIN	15	6	79	6	15	28	34	6	8	9	63	13	10	5	6	1	2	0	6	0	3
AGTRAP	691	407	1035	538	679	576	423	326	428	455	448	527	790	363	289	439	388	115	432	291	440
C1orf167	2	9	19	0	0	6	32	0	12	6	44	4	5	29	16	15	0	3	23	0	4
AL953897.1	0	0	0	2	0	5	20	0	30	2	7	18	17	3	9	5	0	0	0	0	3
MTHFR	1083	1784	1724	1314	1245	2568	2618	950	4621	1554	2916	3056	4069	1545	1642	1505	378	376	1772	1982	1760
CLCN6	835	821	909	500	930	637	1189	443	643	570	660	652	865	664	641	797	363	185	879	643	933
NPPA-AS1	28	54	51	3	38	7	13	16	10	26	27	23	48	29	16	22	11	10	51	10	61
NPPA-AS1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA-AS1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NPPA-AS1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPB	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AL021155.1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RNU5E-1	80	38	92	38	44	97	35	21	36	37	83	50	32	17	11	71	4	11	4	0	41
RNU5E-4P	0	4	2	4	0	9	0	0	0	0	9	5	5	3	0	0	2	0	0	0	0
KIAA2013	691	649	961	676	892	727	738	462	659	661	558	603	902	693	764	465	365	75	556	550	825
PLOD1	337	248	453	216	388	496	379	185	226	328	250	281	438	310	458	208	174	34	293	312	273
MFN2	1490	1446	2124	1521	1731	1552	2030	672	1414	1601	1544	1509	2527	1385	2458	1462	545	289	1573	1571	2357
AL096840.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIIP	307	266	465	242	273	537	368	208	214	242	283	215	309	203	347	223	116	33	333	306	247
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL649P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	30	19	79	33	3	40	10	20	0	21	169	5	10	7	100	18	0	1	0	6	0
RNU6-777P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7846	0	0	2	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
TNFRSF1B	1175	1190	1761	813	157	3321	1008	1098	101	3880	5506	677	550	343	7288	553	145	13	454	242	473
MIR4632	17	31	2	0	0	19	0	7	0	15	3	0	0	1	99	6	0	0	10	0	0
RPL10P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SNORA70	5	0	6	3	0	6	0	0	6	0	0	8	2	1	1	7	1	0	18	4	11
VPS13D	2978	2673	3550	2261	4357	3953	4861	1513	3914	4628	3412	3494	4578	2643	3385	3163	1105	621	2804	5452	5726
SNORA59A	7	0	3	5	19	9	3	6	17	8	5	8	13	9	14	0	0	4	0	40	15
AC243836.1	5	0	3	1	2	3	4	0	7	5	2	1	2	5	14	11	0	1	0	19	5
DHRS3	2150	1326	1421	1279	2449	1982	2872	909	3034	2550	1730	1917	3544	1846	1337	1785	780	424	1990	3222	3621
RNU6ATAC18P	0	41	9	8	4	12	29	2	22	24	12	6	10	5	2	0	0	2	0	6	37
MIR6730	17	10	5	7	26	13	24	1	20	7	22	7	36	12	0	34	10	4	13	22	11
AC254633.1	23	17	13	20	32	43	69	23	116	79	72	47	96	40	60	33	20	9	37	110	131
AADACL4	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	2
AC244670.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
C1orf158	623	165	882	455	864	549	415	244	227	196	235	438	517	468	107	392	430	128	396	134	276
PRAMEF12	0	1	1	0	4	0	2	0	0	0	0	0	0	12	0	0	0	0	0	4	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC245056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF31P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-443P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC243961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
AL354712.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRWD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	7	0	0	0	62	20	4	0	1	79	27	12	0	5	7	18	0	1	0	0	3
RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA11	4	10	5	0	13	4	18	1	9	13	11	3	4	4	0	3	1	0	10	11	7
PRDM2	1487	1942	1980	1206	1752	2430	1973	929	1324	1558	1338	1399	1923	1925	1218	1250	698	239	1273	1252	1594
KAZN	1710	1192	1658	1145	1853	1222	1596	812	1225	664	865	1981	1345	1449	789	1315	861	205	1477	928	1284
RNU6-1265P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL357873.1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	0	12	1	0	0	0	1
AL359873.1	0	0	1	1	0	0	0	0	5	0	0	0	1	0	1	0	0	0	1	0	3
TBCAP2	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0
TMEM51-AS1	245	149	214	226	118	130	203	113	234	108	504	205	240	96	101	105	61	34	273	353	174
TMEM51	228	244	441	581	178	385	218	139	226	259	652	238	327	200	176	144	82	42	222	168	174
C1orf195	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL035405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0
AL391094.1	0	3	5	0	0	8	5	5	22	7	23	16	7	13	6	6	0	0	5	5	5
FHAD1	9504	4995	7396	5028	8621	4349	6463	2553	3892	1869	2932	5265	5377	5323	1801	5163	5040	1158	6838	2308	3965
AL031283.2	6	5	2	7	0	8	3	0	1	4	1	3	8	15	0	2	12	2	0	28	10
AL031283.3	17	0	2	0	1	0	0	3	3	6	0	3	0	3	0	0	0	2	0	0	0
AL031283.1	92	78	66	83	60	172	144	42	74	53	124	145	94	95	100	79	15	23	78	34	46
EFHD2	1883	2507	2669	1983	1553	3178	2881	1554	2646	1947	3294	2510	3356	1879	3536	1415	615	279	2407	2869	2056
CTRC	24	65	5	36	2	56	10	32	73	35	46	43	38	51	160	63	0	11	65	7	12
CELA2A	0	0	0	0	0	1	0	0	9	0	0	2	0	14	13	6	1	0	0	0	0
CELA2B	0	4	0	4	0	3	0	0	7	2	5	0	0	10	4	7	0	0	0	0	0
CASP9	481	323	450	359	510	513	464	180	341	236	460	356	341	299	241	284	213	58	359	332	394
DNAJC16	820	524	1386	802	1136	855	875	472	608	645	607	764	956	738	228	550	402	156	607	485	973
SCARNA21B	0	0	1	2	1	2	4	0	1	3	0	0	0	4	0	0	0	0	4	3	5
AL121992.3	0	0	0	0	3	0	0	2	2	0	0	0	1	5	4	0	10	0	2	0	0
AGMAT	18	11	29	8	2	31	16	24	6	5	11	7	23	33	19	11	6	1	26	13	37
AL121992.1	81	22	57	64	69	55	39	14	90	42	52	112	35	67	20	73	44	27	75	67	54
CHCHD2P6	2	0	4	12	11	0	7	0	13	6	5	8	9	12	6	0	8	2	18	7	10
RNU7-179P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CD24P1	0	0	1	0	1	5	0	1	0	0	0	0	5	0	0	9	0	0	0	0	0
DDI2	1245	932	1735	1140	1449	1313	1722	732	1525	1642	809	1251	1374	1371	713	1092	574	274	1158	1258	2119
RSC1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL121992.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM2	868	1345	1312	1241	1098	1627	1358	661	928	1721	1281	918	1245	1044	1910	1235	451	159	1016	1041	1203
AL450998.3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	16	3	0
SLC25A34	6	20	26	25	11	23	4	11	15	59	34	30	22	42	70	39	5	5	14	22	45
AL450998.2	0	0	0	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	4	0
TMEM82	0	5	0	0	0	0	0	0	0	0	5	4	4	8	6	0	0	0	0	0	0
FBLIM1	96	203	176	156	120	175	310	97	219	141	254	191	300	250	331	143	29	37	226	462	324
RPL12P14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0
UQCRHL	4	11	9	21	16	30	12	6	0	8	10	3	7	27	12	9	7	3	1	3	9
AL450998.1	1	4	1	0	0	1	1	1	0	0	1	3	2	5	1	0	0	0	0	3	0
FLJ37453	53	140	111	35	145	125	122	21	94	137	97	150	47	174	138	80	16	22	74	192	97
SPEN	2313	2620	3237	2424	3209	3666	2751	1461	2445	2872	3003	2408	3639	3500	2567	2786	1314	748	2920	1842	3450
AL034555.1	0	0	0	0	0	0	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0
ZBTB17	335	705	592	388	389	801	578	358	419	439	592	398	502	457	532	469	185	83	590	513	427
AL355994.4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
AL355994.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AL355994.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	3
C1orf64	0	0	0	1	5	5	5	0	6	22	0	19	0	35	3	0	5	0	2	3	0
AL355994.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
HSPB7	13	0	4	0	0	1	10	0	1	14	0	7	0	74	5	4	0	0	0	0	4
CLCNKA	111	37	31	40	155	163	100	26	57	34	7	116	38	323	0	46	27	19	72	32	55
AL355994.2	0	0	1	0	5	9	55	0	4	5	0	10	4	58	0	8	4	2	16	6	14
CLCNKB	148	6	36	28	155	640	609	22	107	447	11	479	208	1594	25	590	46	18	367	83	94
FAM131C	8	0	3	10	9	14	18	18	16	21	10	13	0	209	10	42	5	4	21	17	7
EPHA2	2317	3050	3543	2904	1978	6199	3476	2172	7947	1986	5168	7955	9157	7075	3111	4691	1334	1617	5254	4721	5363
AL451042.2	90	72	41	98	51	114	208	33	167	74	99	102	174	99	67	100	44	22	77	155	112
AL451042.1	22	56	38	20	40	49	77	27	95	53	64	74	90	67	52	40	11	9	58	86	67
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	153	103	190	122	670	249	368	118	329	308	230	262	278	342	57	296	133	76	270	470	398
ANO7L1	128	230	237	317	256	125	100	84	237	71	123	159	116	255	61	161	126	65	257	337	117
RSG1	134	130	323	152	303	114	206	163	192	137	91	258	167	251	48	184	160	25	230	174	168
MT1XP1	3	0	2	0	0	4	1	2	7	2	12	7	0	6	12	10	0	0	0	0	15
FBXO42	481	495	694	469	580	811	680	343	578	653	520	456	767	551	430	558	233	114	459	501	746
SZRD1	865	1322	1450	1034	939	1471	1307	763	880	1256	1328	1016	1665	917	1150	728	383	133	902	820	1295
AL358794.1	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SPATA21	0	4	0	0	12	0	0	0	4	0	0	1	1	9	2	0	0	1	0	0	0
NECAP2	620	922	968	1062	697	986	654	581	477	557	1091	442	890	634	613	411	336	122	621	829	655
LINC01772	50	85	70	94	60	46	79	69	61	66	84	39	68	67	109	46	37	15	89	104	77
CROCCP3	880	401	531	226	1845	522	604	76	201	328	137	455	381	403	47	705	367	124	595	441	368
RNU1-1	1	130	96	77	173	323	185	77	176	124	395	163	230	47	34	129	20	18	76	68	20
AL137802.2	6	12	3	0	9	7	12	0	0	8	3	8	6	15	0	13	0	0	19	3	8
AL137802.1	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
LINC01783	3	41	39	10	49	12	11	0	18	8	4	29	6	62	11	7	35	0	20	10	23
RNU1-6P	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
